変更区分,観察名称管理番号（コード）,検索大分類１,検索大分類２,検索大分類３,検索大分類４,検索大分類５,検索大分類６,検索大分類７,検索大分類８,高度専門看護別分類,観察名称,名称ふりがな,焦点,部位,位相,その他,評価基準,結果管理番号,表現タイプ,単位,結果１,結果２,結果３,結果４,結果５,結果６,結果７,結果８,結果９,結果１０,結果１１,結果１２,結果１３,結果１４,結果１５,結果１６,結果１７,結果１８,更新日付,移行先観察名称管理番号,観察名称２,単位コード,観察結果グループコード,採択区分,観察名称交換用コード
0,31002035,0,0,0,99,8,0,0,1,T00,色素沈着範囲,しきそちんちゃくはんい,色素沈着,,,範囲,,31002035R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,色素沈着範囲,U041,,,
0,31002036,0,0,0,99,8,0,0,1,T00,丘疹範囲,きゅうしんはんい,丘疹,,,範囲,,31002036R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,丘疹範囲,U041,,,
0,31002037,0,0,0,99,8,0,0,2,T00,斑状丘疹範囲（顔面）,はんじょうきゅうしんはんい（がんめん）,斑状丘疹,顔面,,範囲,,31002037R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,斑状丘疹範囲（顔面）,U041,,,
0,31002038,0,0,0,99,8,0,0,99,T00,斑状丘疹範囲（体幹）,はんじょうきゅうしんはんい（たいかん）,斑状丘疹,体幹,,範囲,,31002038R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20161209,,斑状丘疹範囲（体幹）,U041,,,
0,31002039,0,0,0,99,8,0,0,6,T00,斑状丘疹範囲（背部）,はんじょうきゅうしんはんい（はいぶ）,斑状丘疹,背部,,範囲,,31002039R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,斑状丘疹範囲（背部）,U041,,,
0,31002040,0,0,0,99,8,0,0,10,T00,斑状丘疹範囲（上肢）,はんじょうきゅうしんはんい（じょうし）,斑状丘疹,上肢,,範囲,,31002040R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,斑状丘疹範囲（上肢）,U041,,,
0,31002041,0,0,0,99,8,0,0,10,T00,斑状丘疹範囲（下肢）,はんじょうきゅうしんはんい（かし）,斑状丘疹,下肢,,範囲,,31002041R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,斑状丘疹範囲（下肢）,U041,,,
0,31002042,0,0,0,12,0,0,0,1,T00,結節範囲,けっせつはんい,結節,,,範囲,,31002042R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20081215,,結節範囲,U041,,,
0,31002043,0,0,0,99,8,0,0,1,T00,水疱範囲,すいほうはんい,水疱,,,範囲,,31002043R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,水疱範囲,U041,,,
0,31002044,0,0,0,99,8,0,0,1,T00,膿疱範囲,のうほうはんい,膿疱,,,範囲,,31002044R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,膿疱範囲,U041,,,
0,31002045,0,0,0,99,8,0,0,1,T00,びらん範囲,びらんはんい,びらん,,,範囲,,31002045R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,びらん範囲,U041,,,
0,31002046,0,0,0,99,8,0,0,2,T00,びらん範囲（鼻部）,びらんはんい（びぶ）,びらん,鼻部,,範囲,,31002046R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,びらん範囲（鼻部）,U041,,,
0,31002047,0,0,0,99,8,0,0,1,T00,びらん範囲（出口部）,びらんはんい（でぐちぶ）,びらん,出口部,,範囲,,31002047R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,びらん範囲（出口部）,U041,,,
0,31002048,0,0,0,99,8,0,0,8,T00,びらん範囲（肛門周囲）,びらんはんい（こうもんしゅうい）,びらん,肛門,周囲,範囲,,31002048R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,びらん範囲（肛門周囲）,U041,,,
0,31002049,0,0,0,99,8,0,0,1,T00,びらん範囲（カテーテル挿入部）,びらんはんい（かてーてるそうにゅうぶ）,びらん,カテーテル挿入部,,範囲,,31002049R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,びらん範囲（カテーテル挿入部）,U041,,,
0,31002050,0,0,0,99,8,0,0,2,T00,放射状亀裂範囲（眼周囲）,ほうしゃじょうきれつはんい（がんしゅうい）,亀裂,眼,周囲,放射状・範囲,,31002050R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,放射状亀裂範囲（眼周囲）,U041,,,
0,31002051,0,0,0,99,8,0,0,2,T00,放射状亀裂範囲（口周囲）,ほうしゃじょうきれつはんい（くちしゅうい）,亀裂,口,周囲,放射状・範囲,,31002051R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,放射状亀裂範囲（口周囲）,U041,,,
0,31002052,0,0,0,0,8,0,0,1,T00,帯状疱疹範囲,たいじょうほうしんはんい,帯状疱疹,,,範囲,,31002052R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20081215,,帯状疱疹範囲,U041,,,
0,31002053,0,0,0,0,8,0,0,1,T00,毛のう炎範囲,もうのうえんはんい,毛のう炎,,,範囲,,31002053R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20081215,,毛のう炎範囲,U041,,,
0,31002054,0,0,0,99,8,1,0,1,T00,脱毛範囲,だつもうはんい,脱毛,,,範囲,,31002054R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,脱毛範囲,U041,,,
0,31002055,0,0,0,99,8,0,0,1,T00,皮下気腫範囲,ひかきしゅはんい,皮下気腫,,,範囲,,31002055R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20151218,,皮下気腫範囲,U041,,,
0,31002056,0,0,0,9,0,0,0,1,T00,圧痕（皮膚）,あっこん（ひふ）,圧痕,皮膚,,,,31002056R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,圧痕（皮膚）,,R4003,,
0,31002057,0,0,0,9,0,0,0,1,T00,圧痕部位（皮膚）,あっこんぶい（ひふ）,圧痕,皮膚,,部位,,31002057R,文字型,,コメント,,,,,,,,,,,,,,,,,,20081215,,圧痕部位（皮膚）,,,,
0,31002058,0,0,0,9,8,0,0,2,T00,圧痕（舌）,あっこん（ぜつ）,圧痕,舌,,,,31002058R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,圧痕（舌）,,R4003,,
0,31002059,0,0,0,9,8,0,0,2,T00,圧痕（頬粘膜）,あっこん（きょうねんまく）,圧痕,頬粘膜,,,,31002059R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,圧痕（頬粘膜）,,R4003,,
0,31002060,0,0,0,0,8,0,0,5,T00,皮膚色（鼡径部）,ひふしょく（そけいぶ）,皮膚色,鼡径部,,,,31002060R,列挙型,,良,不良,ピンク,ホワイトピンク,蒼白,チアノーゼ,大理石模様,黄色,赤黄色,ブロンズ,,,,,,,,,20151218,,皮膚色（鼡径部）,,R7041,,
0,31002061,0,0,0,9,0,0,0,2,T00,満月様顔貌,まんげつようがんぼう,顔貌,顔面,,満月様,,31002061R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,満月様顔貌,,R4003,,
0,31002062,0,0,0,0,7,0,0,2,T00,しし様顔貌,ししようがんぼう,顔貌,顔面,,しし様,,31002062R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,しし様顔貌,,R4003,,
0,31002063,0,0,0,0,4,0,7,2,T00,ヒポクラテス顔貌,ひぽくらてすがんぼう,顔貌,顔面,,ヒポクラテス,,31002063R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,ヒポクラテス顔貌,,R4003,,
0,31002064,0,0,0,0,7,1,0,2,T00,仮面様顔貌,かめんようがんぼう,顔貌,顔面,,仮面様,,31002064R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,仮面様顔貌,,R4003,,
0,31002065,0,0,0,11,0,0,0,10,T00,リンパ節腫脹（右下肢）,りんぱせつしゅちょう（みぎかし）,リンパ節腫脹,下肢,右,,,31002065R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,リンパ節腫脹（右下肢）,,R4003,,
0,31002066,0,0,0,11,0,0,0,10,T00,リンパ節腫脹（左下肢）,りんぱせつしゅちょう（ひだりかし）,リンパ節腫脹,下肢,左,,,31002066R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,リンパ節腫脹（左下肢）,,R4003,,
0,31002067,0,0,0,11,0,0,0,10,T00,リンパ節腫脹（右上肢）,りんぱせつしゅちょう（みぎじょうし）,リンパ節腫脹,上肢,右,,,31002067R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,リンパ節腫脹（右上肢）,,R4003,,
0,31002068,0,0,0,11,0,0,0,10,T00,リンパ節腫脹（左上肢）,りんぱせつしゅちょう（ひだりじょうし）,リンパ節腫脹,上肢,左,,,31002068R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,リンパ節腫脹（左上肢）,,R4003,,
0,31002069,0,0,0,11,0,0,0,5,T00,リンパ節腫脹（左鼡径部）,りんぱせつしゅちょう（ひだりそけいぶ）,リンパ節腫脹,鼡径部,左,,,31002069R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,リンパ節腫脹（左鼡径部）,,R4003,,
0,31002070,0,0,0,11,0,0,0,5,T00,リンパ節腫脹（右鼡径部）,りんぱせつしゅちょう（みぎそけいぶ）,リンパ節腫脹,鼡径部,右,,,31002070R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,リンパ節腫脹（右鼡径部）,,R4003,,
0,31002071,0,0,0,11,0,0,0,2,T00,リンパ節腫脹（顎下部）,りんぱせつしゅちょう（がっかぶ）,リンパ節腫脹,顎下部,,,,31002071R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,リンパ節腫脹（顎下部）,,R4003,,
0,31002072,0,0,0,11,0,0,0,2,T00,リンパ節腫脹（右後頭部）,りんぱせつしゅちょう（みぎこうとうぶ）,リンパ節腫脹,後頭部,右,,,31002072R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,リンパ節腫脹（右後頭部）,,R4003,,
0,31002073,0,0,0,11,0,0,0,2,T00,リンパ節腫脹（左後頭部）,りんぱせつしゅちょう（ひだりこうとうぶ）,リンパ節腫脹,後頭部,左,,,31002073R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,リンパ節腫脹（左後頭部）,,R4003,,
0,31002074,0,0,0,11,0,0,0,4,T00,リンパ節腫脹（右腋窩）,りんぱせつしゅちょう（みぎえきか）,リンパ節腫脹,腋窩,右,,,31002074R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,リンパ節腫脹（右腋窩）,,R4003,,
0,31002075,0,0,0,11,0,0,0,4,T00,リンパ節腫脹（左腋窩）,りんぱせつしゅちょう（ひだりえきか）,リンパ節腫脹,腋窩,左,,,31002075R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,リンパ節腫脹（左腋窩）,,R4003,,
0,31002076,0,0,0,11,0,0,0,2,T00,リンパ節腫脹（左頚部）,りんぱせつしゅちょう（ひだりけいぶ）,リンパ節腫脹,頚部,左,,,31002076R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,リンパ節腫脹（左頚部）,,R4003,,
0,31002077,0,0,0,11,0,0,0,2,T00,リンパ節腫脹（右頚部）,りんぱせつしゅちょう（みぎけいぶ）,リンパ節腫脹,頚部,右,,,31002077R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,リンパ節腫脹（右頚部）,,R4003,,
0,31002078,0,0,0,11,0,0,0,99,T00,リンパ節腫脹（体幹）,りんぱせつしゅちょう（たいかん）,リンパ節腫脹,体幹,,,,31002078R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20161209,,リンパ節腫脹（体幹）,,R4003,,
0,31002079,0,0,0,11,0,0,0,2,T00,リンパ節腫脹（右耳介後部）,りんぱせつしゅちょう（みぎじかいこうぶ）,リンパ節腫脹,耳介後部,右,,,31002079R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,リンパ節腫脹（右耳介後部）,,R4003,,
0,31002080,0,0,0,11,0,0,0,2,T00,リンパ節腫脹（左耳介後部）,りんぱせつしゅちょう（ひだりじかいこうぶ）,リンパ節腫脹,耳介後部,左,,,31002080R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,リンパ節腫脹（左耳介後部）,,R4003,,
0,31002081,0,0,0,11,0,0,0,2,T00,腫脹（右眼瞼）,しゅちょう（みぎがんけん）,腫脹,眼瞼,右,,,31002081R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20091221,,腫脹（右眼瞼）,,R4003,,
0,31002082,0,0,0,11,0,0,0,2,T00,腫脹（左眼瞼）,しゅちょう（ひだりがんけん）,腫脹,眼瞼,左,,,31002082R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20091221,,腫脹（左眼瞼）,,R4003,,
0,31002083,0,0,0,21,0,0,0,2,T00,陥没（眼窩）,かんぼつ（がんか）,陥没,眼窩,,,,31002083R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,陥没（眼窩）,,R4003,,
0,31002084,0,0,0,99,8,0,0,2,T00,鼻腔粘膜乾燥,びくうねんまくかんそう,乾燥,鼻腔粘膜,,,,31002084R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,鼻腔粘膜乾燥,,R4003,,
0,31002085,0,0,0,23,0,0,0,2,T00,鼻汁色調,びじゅうしきちょう,鼻汁,,,色調,,31002085R,列挙型,,透明,白色,乳白色,灰白色,黒色,淡褐色,褐色,茶褐色,茶色,淡黄色,黄色,黄金色,黄茶色,緑黄色,緑茶色,緑色,緑黒色,食物残さ色,20181207,,鼻汁色調,,R7044,,
0,31002086,0,0,0,11,0,0,0,2,T00,血腫範囲（口腔粘膜下）,けっしゅはんい（こうくうねんまくか）,血腫,口腔粘膜下,,範囲,,31002086R,２数値型,縦cm:横cm,999.9,999.9,,,,,,,,,,,,,,,,,20081215,,血腫範囲（口腔粘膜下）,U041,,,
0,31002087,0,0,0,1,0,0,0,0,T00,疼痛（嚥下時）,とうつう（えんげじ）,疼痛,,,嚥下時,,31002087R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,疼痛（嚥下時）,,R4003,,
0,31002088,0,0,0,25,0,0,6,2,T00,口腔評価指数（ＯＲＩ）,こうくうひょうかしすう（おーあーるあい）,口腔ケア評価,口腔,,,口腔評価指数,31002088R,列挙型,,－２,－１,０,＋１,＋２,,,,,,,,,,,,,,20151218,,口腔評価指数（ＯＲＩ）,,R1002,,
0,31002089,0,0,0,99,8,0,0,2,T00,亀裂（口唇）,きれつ（こうしん）,亀裂,口唇,,,,31002089R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,亀裂（口唇）,,R4003,,
0,31002090,0,0,0,99,8,0,0,4,T00,亀裂（乳頭）,きれつ（にゅうとう）,亀裂,乳頭,,,,31002090R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20181207,,亀裂（乳頭）,,R4003,,
0,31002091,0,0,0,21,5,0,0,4,T00,陥没（乳頭）,かんぼつ（にゅうとう）,陥没,乳頭,,,,31002091R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,陥没（乳頭）,,R4003,,
0,31002092,0,0,0,99,8,0,0,4,T00,潰瘍（乳房）,かいよう（にゅうぼう）,潰瘍,乳房,,,,31002092R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,潰瘍（乳房）,,R4003,,
0,31002093,0,0,0,27,4,0,0,5,T00,打診音（腹部）,だしんおん（ふくぶ）,打診音,腹部,,,,31002093R,列挙型,,清音,濁音,鼓音,,,,,,,,,,,,,,,,20151218,,打診音（腹部）,,R7088,,
0,31002094,0,0,0,0,1,0,0,4,T00,打診音（胸部）,だしんおん（きょうぶ）,打診音,胸部,,,,31002094R,列挙型,,共鳴音（清音）,過共鳴音,濁音,絶対的濁音,比較的濁音,鼓音,,,,,,,,,,,,,20151218,,打診音（胸部）,,R7090,,
0,31002095,0,0,0,0,1,0,0,6,T00,打診音（背部）,だしんおん（はいぶ）,打診音,背部,,,,31002095R,列挙型,,清音,濁音,鼓音,,,,,,,,,,,,,,,,20151218,,打診音（背部）,,R7088,,
0,31002096,0,0,0,27,4,0,0,5,T00,腹部不快（下腹部）,ふくぶふかい（かふくぶ）,不快感,下腹部,,,,31002096R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,腹部不快（下腹部）,,R4003,,
0,31002097,0,0,0,1,0,0,0,5,T00,灼熱感（胃）,しゃくねつかん（い）,灼熱感,胃,,,,31002097R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,灼熱感（胃）,,R4003,,
0,31002098,0,0,0,27,4,0,0,5,T00,腹部不快,ふくぶふかい,不快感,腹部,,,,31002098R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,腹部不快,,R4003,,
0,31002099,0,0,0,27,4,0,0,5,T00,胃部不快,いぶふかい,不快感,胃部,,,,31002099R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,胃部不快,,R4003,,
0,31002100,0,0,0,26,0,0,0,4,T00,異和感（食道）,いわかん（しょくどう）,異和感,食道,,,,31002100R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,異和感（食道）,,R4003,,
0,31002101,0,0,0,11,0,0,0,5,T00,鼡径部膨隆,そけいぶぼうりゅう,膨隆,鼡径部,,,,31002101R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,鼡径部膨隆,,R4003,,
0,31002102,0,0,0,12,0,0,0,8,T00,結節（外陰部）,けっせつ（がいいんぶ）,結節,外陰部,,,,31002102R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,結節（外陰部）,,R4003,,
0,31002103,0,0,0,1,0,0,0,0,T00,圧迫痛（ギプスによる）,あっぱくつう（ぎぷすによる）,疼痛,,,圧迫痛（ギプスによる）,,31002103R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,圧迫痛（ギプスによる）,,R4003,,
0,31002104,0,0,0,0,2,0,0,10,T00,動脈触知（右足背動脈）,どうみゃくしょくち（みぎそくはいどうみゃく）,動脈触知,足背動脈,右,,,31002104R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,動脈触知（右足背動脈）,,R4003,,
0,31002105,0,0,0,0,2,0,0,10,T00,動脈触知（左足背動脈）,どうみゃくしょくち（ひだりそくはいどうみゃく）,動脈触知,足背動脈,左,,,31002105R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,動脈触知（左足背動脈）,,R4003,,
0,31002106,0,0,0,0,2,0,0,10,T00,動脈触知（右橈骨動脈）,どうみゃくしょくち（みぎとうこつどうみゃく）,動脈触知,橈骨動脈,右,,,31002106R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,動脈触知（右橈骨動脈）,,R4003,,
0,31002107,0,0,0,0,2,0,0,10,T00,動脈触知（左橈骨動脈）,どうみゃくしょくち（ひだりとうこつどうみゃく）,動脈触知,橈骨動脈,左,,,31002107R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,動脈触知（左橈骨動脈）,,R4003,,
0,31002108,3,0,0,3,6,0,5,0,T00,端座位保持,たんざいほじ,姿勢保持,,,端座位保持,,31002108R,列挙型,,可能（支えなし）,可能（支えあり）,不可能,,,,,,,,,,,,,,,,20151218,,端座位保持,,R7021,,
0,31002109,3,0,0,3,6,0,5,0,T00,長座位保持,ちょうざいほじ,姿勢保持,,,長座位保持,,31002109R,列挙型,,可能（支えなし）,可能（支えあり）,不可能,,,,,,,,,,,,,,,,20151218,,長座位保持,,R7021,,
0,31002110,0,0,0,1,0,0,0,10,T00,疼痛（左手関節）,とうつう（ひだりしゅかんせつ）,疼痛,手関節,左,,,31002110R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,疼痛（左手関節）,,R4003,,
0,31002111,0,0,0,1,0,0,0,10,T00,疼痛（右手関節）,とうつう（みぎしゅかんせつ）,疼痛,手関節,右,,,31002111R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,疼痛（右手関節）,,R4003,,
0,31002112,0,0,0,1,0,0,0,10,T00,疼痛（左肘関節）,とうつう（ひだりちゅうかんせつ）,疼痛,肘関節,左,,,31002112R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,疼痛（左肘関節）,,R4003,,
0,31002113,0,0,0,1,0,0,0,10,T00,疼痛（右肘関節）,とうつう（みぎちゅうかんせつ）,疼痛,肘関節,右,,,31002113R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,疼痛（右肘関節）,,R4003,,
0,31002114,0,0,0,1,0,0,0,3,T00,疼痛（左肩関節）,とうつう（ひだりかたかんせつ）,疼痛,肩関節,左,,,31002114R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20091221,,疼痛（左肩関節）,,R4003,,
0,31002115,0,0,0,1,0,0,0,3,T00,疼痛（右肩関節）,とうつう（みぎかたかんせつ）,疼痛,肩関節,右,,,31002115R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20091221,,疼痛（右肩関節）,,R4003,,
0,31002116,0,0,0,1,0,0,0,10,T00,疼痛（左股関節）,とうつう（ひだりこかんせつ）,疼痛,股関節,左,,,31002116R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,疼痛（左股関節）,,R4003,,
0,31002117,0,0,0,1,0,0,0,10,T00,疼痛（右股関節）,とうつう（みぎこかんせつ）,疼痛,股関節,右,,,31002117R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,疼痛（右股関節）,,R4003,,
0,31002118,0,0,0,1,0,0,0,10,T00,疼痛（左膝関節）,とうつう（ひだりしつかんせつ）,疼痛,膝関節,左,,,31002118R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,疼痛（左膝関節）,,R4003,,
0,31002119,0,0,0,1,0,0,0,10,T00,疼痛（右膝関節）,とうつう（みぎしつかんせつ）,疼痛,膝関節,右,,,31002119R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,疼痛（右膝関節）,,R4003,,
0,31002120,0,0,0,1,0,0,0,10,T00,疼痛（左足関節）,とうつう（ひだりそくかんせつ）,疼痛,足関節,左,,,31002120R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,疼痛（左足関節）,,R4003,,
0,31002121,0,0,0,1,0,0,0,10,T00,疼痛（右足関節）,とうつう（みぎそくかんせつ）,疼痛,足関節,右,,,31002121R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,疼痛（右足関節）,,R4003,,
0,31002122,0,0,0,99,7,0,0,1,T00,こわばり（関節）,こわばり（かんせつ）,こわばり,関節,,,,31002122R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20151218,,こわばり（関節）,,R4003,,
0,31002123,0,0,0,3,6,0,0,10,T00,可動性（左下肢）,かどうせい（ひだりかし）,可動性,下肢,左,,,31002123R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,可動性（左下肢）,,R4003,,
0,31002124,0,0,0,3,6,0,0,10,T00,可動性（右下肢）,かどうせい（みぎかし）,可動性,下肢,右,,,31002124R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,可動性（右下肢）,,R4003,,
0,31002125,0,0,0,3,6,0,0,10,T00,可動域（左下肢）,かどういき（ひだりかし）,可動域,下肢,左,,,31002125R,数値型,度,999,,,,,,,,,,,,,,,,,,20081215,,可動域（左下肢）,U028,,,
0,31002126,0,0,0,3,6,0,0,10,T00,可動域（右下肢）,かどういき（みぎかし）,可動域,下肢,右,,,31002126R,数値型,度,999,,,,,,,,,,,,,,,,,,20081215,,可動域（右下肢）,U028,,,
0,31002127,0,0,0,3,6,0,0,10,T00,可動性（左手関節）,かどうせい（ひだりしゅかんせつ）,可動性,手関節,左,,,31002127R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,可動性（左手関節）,,R4003,,
0,31002128,0,0,0,3,6,0,0,10,T00,可動域（左手関節）,かどういき（ひだりしゅかんせつ）,可動域,手関節,左,,,31002128R,数値型,度,999,,,,,,,,,,,,,,,,,,20081215,,可動域（左手関節）,U028,,,
0,31002129,0,0,0,3,6,0,0,10,T00,可動性（右手関節）,かどうせい（みぎしゅかんせつ）,可動性,手関節,右,,,31002129R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,可動性（右手関節）,,R4003,,
0,31002130,0,0,0,3,6,0,0,10,T00,可動域（右手関節）,かどういき（みぎしゅかんせつ）,可動域,手関節,右,,,31002130R,数値型,度,999,,,,,,,,,,,,,,,,,,20081215,,可動域（右手関節）,U028,,,
0,31002131,0,0,0,3,6,0,0,10,T00,可動性（左肘関節）,かどうせい（ひだりちゅうかんせつ）,可動性,肘関節,左,,,31002131R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,可動性（左肘関節）,,R4003,,
0,31002132,0,0,0,3,6,0,0,10,T00,可動域（左肘関節）,かどういき（ひだりちゅうかんせつ）,可動域,肘関節,左,,,31002132R,数値型,度,999,,,,,,,,,,,,,,,,,,20081215,,可動域（左肘関節）,U028,,,
0,31002133,0,0,0,3,6,0,0,10,T00,可動性（右肘関節）,かどうせい（みぎちゅうかんせつ）,可動性,肘関節,右,,,31002133R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,可動性（右肘関節）,,R4003,,
0,31002134,0,0,0,3,6,0,0,10,T00,可動域（右肘関節）,かどういき（みぎちゅうかんせつ）,可動域,肘関節,右,,,31002134R,数値型,度,999,,,,,,,,,,,,,,,,,,20081215,,可動域（右肘関節）,U028,,,
0,31002135,0,0,0,3,6,0,0,3,T00,可動性（左肩関節）,かどうせい（ひだりかたかんせつ）,可動性,肩関節,左,,,31002135R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,可動性（左肩関節）,,R4003,,
0,31002136,0,0,0,3,6,0,0,3,T00,可動域（左肩関節）,かどういき（ひだりかたかんせつ）,可動域,肩関節,左,,,31002136R,数値型,度,999,,,,,,,,,,,,,,,,,,20081215,,可動域（左肩関節）,U028,,,
0,31002137,0,0,0,3,6,0,0,3,T00,可動性（右肩関節）,かどうせい（みぎかたかんせつ）,可動性,肩関節,右,,,31002137R,列挙型,,－,±,＋,＋＋,,,,,,,,,,,,,,,20081215,,可動性（右肩関節）,,R4003,,
0,31002138,0,0,0,3,6,0,0,3,T00,可動域（右肩関節）,かどういき（みぎかたかんせつ）,可動域,肩関節,右,,,31002138R,数値型,度,999,,,,,,,,,,,,,,,,,,20081215,,可動域（右肩関節）,U028,,,
